,CHAPTER,PAGE,TEXT
153,6,17,"99

6.5 - Beispiel: Körperliche Untersuchung Karsten Weber und Dokumentation

 

Körperlicher Untersuchungsbefund

Klinikum St. Martin

 

 

Patient: Friedrichstr. 10
Hr. Karsten Weber, 13.05.1947, 13156 Berlin
Otto-Suhr-Allee 130, 14059 Berlin _ _ ı _ __ ı
Fa""_Nr_ 5523867001 Untersucher: Dr. Fwvı/ Datum: 20.07.2016 Klınıkfur ifleurologıe
A f h 20 07 2016 Prof. Marıe Babınskı
u na me ' ' Chefärztin
_: AZ Jxıgut n leicht red. n red. nstark red.
 EZ \:\ gut \:\ kachektisch ,gadipög W/,wf-
,ä Größe/Gewicht 175 cm g 5 kg
ä Cor JXI rhythmisch JXI HT rein ı:ı arrhythmisch Ü Herzgeräugçhelçoißw
r:
Pulmo ı:ı VAG 121 keine RG mGiemen (l/lš) g RG; keine, lpwyı/LLW RG, wbbr
vermag/viva« Ewviıuww
Abdomen ıaweich m kein DS \:\ gespannt \:\ DS:
ti Leber / Milz n. zi DG mittel-lebhaft \:\ Leber / Milz \:\ path. DG:
vergrößert tastbar vergrößert
ı:ı path. Resistenzen:
Extremitäten ı:ı unauffällig ı:ı path. Befunde:
Ergänzungen
_: Vigilanz ßslwach u red.:
 Orientierung ıxtzu ZOSP gegeben ı: red.:
8"" Meningismus ixıkein ı:ı pos. Zeichen:
B Gesichtsfeld xıkein Defekt \:\ Defekt:
'5 ﬁngerperimetrisch
å Pupillen Rirund m isokor BILR d+id prompt \:\ path.:
Augenmuskeln ıxıkeine manifeste \:\ path.:
Parese
BIWillkürsakk. metrisch ist BF glatt ı: Willkürsakk. ı:ı BF
dysmetrísch sakkadiert
(hypo-/hyper-)
zikein Nystagmus ı:ı Nystagmus:

Faziale lnnervation

n motorisch intakt

§1 Parese: M  N. faoißiiy (Ali/dw

\:\ sensibel intakt

1x1 Hypästhesie:N. 'l-rılgewıßmzw i-Ill Link/y

Hirnstammreﬂexe mCR unauffällig \:\ CR path.:
BIWR unauffällig \:\ WR path.:
Sprechen/Schlucken lxıkeine Dysarthrie \:\ path.:
zt Schlucken intakt ı: path.:
übrige HN ist unauffällig \:\ path.:
Extremitäten- m normoton \:\ path.:
muskuatur
Bieutroph \:\ Atrophien:
n keine latenten Pafesen m path. Hvmm. 'ww AHv + ßı-ıv wu, mw ßwxiwmot. uwfwwga
El keine mäﬂifeSte xi Kraft/Paresen: PaM/w da« liıdww Arm/w wwb Bmw, allg. KG 4/5;
Pafese“ «wm-y Ka s/s
BI MER seitengleich ı:ı Reﬂexdifferenzen:
mittel-lebhaft BSR, RPR,
TSR, PSR, ASR
m keine Pyramiden ı:ı path. Reﬂexe:
bahnzeichen
K00fdiﬂafi0ﬂ El FNV + KHV meffíSCh Bi Dysmetrien (Hypo-/Hyper-): FNV + KHV Uwvlw lßıßoi/iffolgywııvi-røolfv,
ırø/ol/iiß« ı/mlıffíóøl/v
\:\ Eudiadochokinese ıxt Bradydiadocho- i: Dysdiadocho-
kineseUMk/s/ klnäe
Stand/Gang \:\ sicher \:\ Romberg regel- i: Unterberger gpath; S-fıwwl/ Mac/hu, ice/dvb
recht regelrecht z« ,z & Pr« F 1
Sensibilität \:\ orientierend E; path; ßwwwwtg  Link/y mob.
unauffälli
Ergänzungen TaJdiiu Neglu/l- rem/dv, NIHSS s Pwwldø

I Abb. 6.4 Dokumentation Karsten Weber- Untersuchungsbogen ausgefüllt

"
154,6,18,"100

Kapitel 6 - Die körperliche Untersuchung

Untersuchungsliege hatte (› Abschn. 5.4), verzichtet Frau Dr. Fiori in der Notfall-
situation auf eine dezidierte Prüfung von Stand und Gang. Sie ergänzt aber noch
die wesentlichsten internistischen körperlichen Untersuchungen.

_ A: „Ich möchte gerne noch einmal Ihr Herz abhören. Können Sie dafür
bitte das Hemd hochziehen?“

Die Ärztin auskultiert das Herz.

_ A: „Außerdem möchte ich den Bauch abhören. Ich klopfe dabei auf den
Bauch und drücke vorsichtig. Sagen Sie mir bitte Bescheid, wenn es
irgendwo unangenehm ist oder schmerzt.“

Sie auskultiert zunächst das Abdomen, lauscht den Darmgeräuschen, tastet nach

Resistenzen und prüft, ob sich ein druckschmerzhaftes Areal ﬁndet.

_ A: „Nun muss ich noch Ihre Lunge abhören. Dafür ziehe ich das Hemd am
Rücken hoch. Bitte atmen Sie durch den offenen Mund tief ein und aus.
Immer wieder tief ein und aus.“

Frau Dr. Fiori hört ein exspiratorisches Giemen bei einem verlängerten Exspi-
rium. Ansonsten ergeben sich in der internistischen Untersuchung bei einem
adipösen Ernährungszustand keine auffälligen Befunde. Sie fasst für den Patien-
ten ihre Untersuchungsergebnisse knapp zusammen.

_ A: „Herr Weber: Ich habe bei Ihnen im Wesentlichen eine Schwäche der
linken Körperhälfte festgestellt mit einer Einschränkung des Berüh-
rungsempﬁndens. Diese Veränderungen sind wahrscheinlich auf einen
Schlaganfall zurückzuführen. Wir müssen unbedingt ein Bild von Ihrem
Kopf machen, ein sogenanntes CT. Anschließend besprechen wir, wie es
weitergeht. Einverstandenš”

P: „Ich muss in diese Röhre?“

A: „Ia, genau, dann können wir besser einschätzen, was die Ursache für
Ihre Halbseitenlähmung ist, und wie wir Ihnen helfen können.""

_ P: „Gut, einverstanden.""

Frau Dr. Fiori und Krankenpﬂeger Robert fahren den Patienten auf der Liege in
den CT-Raum, wo sie vom Röntgenassistenten Herrn Nordhaus erwartet werden.

"
155,7,1,":†>\ıQ ' `\ "" \ f n v um' `\ CW Wvm H "" c 'g ll L¬ '
ÜLWJíë-š  'f/fCULiI L<;š__»1gLf'L†r@~“;1±1_i(

ví/ ./\/_/ \` _ı . \`



"
156,7,2,"102

Kapitel 7- Die psychiatrische Exploration

ı Transfersprache

7.1 Vorbemerkungen

Von allen Disziplinen in der Medizin erschließt sich jene der Psychiatrie Nicht-
Muttersprachlern am schwersten, weil die sprachliche Kommunikation hier
die ärztliche Tätigkeit im Kern ausmacht. Um sich in das Erleben, Denken und
Fühlen eines Patienten hineinzuversetzen, bedarf es eines differenzierten sprach-
lichen Austausches. Nur wenige Aspekte lassen sich durch reine Beobachtung
beurteilen (B Abb. 7.1). So kann das Verhalten eines Patienten in groben Zügen
Aufschluss darüber geben, was in seinem Innerıleben gerade vorgehen mag. Erst
der sprachliche Austausch aber wird ermöglichen, besser zu verstehen, was ihn
bewegt und antreibt. Für das ärztliche Gespräch mit dem Patienten bedarf es vor
allem einer fundierten Kompetenz bezüglich der Alltagssprache des jeweiligen
Patienten. Schließlich gilt es, die Angaben des Patienten übersetzen zu können
in die psychiatrischen Fachtermini.

Bei der psychiatrischen Exploration werden anamnestische Angaben
des Patienten gesammelt, wie wir sie bereits im Kapitel „Die Anamnese""
(› Kap. 5) aufgeführt haben. Diese werden allerdings zumeist ausführlicher
erhoben als es in den somatischen Fächern der Fall ist. Außerdem kommt dem
Beziehungsaufbau eine wichtige Bedeutung zu, da viele psychiatrische Patien-
ten in besonderem Maße unter Ängsten und Misstrauen leiden. Der Umgang
mit dem Patienten soll daher verstärkt darauf ausgelegt sein, Vertrauen zu
schaffen. Darüber hinaus sollen Informationen gesammelt werden, die eine
Beurteilung des psychischen Zustands des Patienten in einer möglichst objek-
tiven Art und Weise ermöglichen. Mit ihrer Hilfe wird dann ein psychopatho-
logischer Befund erstellt. Aus welchen Elementen sich dieser zusammensetzt

      

 
   

gie sEHr-,N »fzso
UBEMLL šﬁmwlšwm
JET-EI' éEK/*DE
AUCH '<3-

 

 

I Abb. 7.1 Alles eine Frage der Perspektive (Cartoon: Claudia Styrsky)

"
157,7,3,"7.2 - Der psychopathologísche Befund

und wie die entsprechenden Informationen praktisch erfragt werden können,
ist Thema des ersten Abschnitts dieses Kapitels. Im zweiten Abschnitt ﬁnden
Sie eine Beispiel-Exploration mit dem in diesem Gespräch erhobenen psycho-
pathologischen Befund.

7.2 Der psychopathologísche Befund

Der psychopathologísche Befund stellt das Äquivalent zur körperlichen Unter-
suchung in somatischen Fächern dar. Er soll den augenblicklichen psychischen
Zustand des Patienten wiedergeben. Die einzelnen Elemente, aus denen sich
ein psychopathologischer Befund zusammensetzt, werden durch Beobach-
tung und durch gezielte Fragen bewertet. Durch eine klare Strukturierung und
durch eine Übereinkunft hinsichtlich der genauen Bedeutung der verwendeten
Begriffe soll eine gute Reliabilität erreicht werden. Im deutschsprachigen Raum
hat die Arbeitsgemeinschaft für Methodik und Dokumentation in der Psychiatrie
(AMDP) ein maßgebliches Glossar psychopathologischer Begriffe erstellt (Das
AMDP- System, Manual zur Dokumentation psychiatrischer Befunde, Hogrefe,
2007). Für die detaillierte Begriffserklärung möchten wir daher auf die einschlä-
gigen Lehrbücher für das Fach Psychiatrie verweisen.

Hier stellen wir Ihnen praktische Fragen vor, mit denen Sie die einzelnen Ele-
mente des psychopathologischen Befunds erfragen können. Am Ende eines jeden
kurzen Abschnitts mit Beispielfragen ﬁnden Sie zudem Beispielformulierungen
für den Normalbefund und pathologische Abweichungen in kursiver Schrift.

1. Überlegen Sie einzeln oder in Gruppen, aus welchen Elementen sich ein
psychopathologischer Befund zusammensetzt, und versuchen Sie, diese in
einer Tabelle zusammenzutragen. Eine Übersicht, die alle wichtigen Punkte
enthält, ﬁnden Sie im zweiten Teil dieses Kapitels mit BTab. 7.1.

2. Nachdem Sie eine solche Übersicht erstellt haben, tragen Sie Formulierungen
für Fragen zusammen, mit denen Sie die einzelnen Elemente eruieren können.
lm Folgenden werden wir Ihnen dafür Beispielformulierungen geben.

7.2.1 Äußerer Eindruck und Kontaktaufnahme

Beschreiben Sie die Kleidung, den Zustand der Körperpﬂege und die Art und
Weise, wie sich der Patient Ihnen zuwendet.

_ Pat. in gepﬂegtem Äußerem, freundlich zugewandt.

'- Pat. leicht ungepﬂegt, ﬂeckiges Hemd und Hose, angespannt und latent

aggressiv.
- Pat. ungepﬂegt, abgetragene Kleidung, zurückgezogen und abgewandt.

7.2.2 Bewusstsein

Die folgenden beiden Punkte können nicht erfragt werden, sondern müssen
durch Beobachtung bewertet werden.

ı Quantitativ
_ wach: der Normalzustand
~ somnolent: schläfrig, aber leicht erweckbar, z. B. durch Ansprache

103

Übung 7.1

"
158,7,4,"104

Kapitel 7 - Die psychiatrische Exploration

stuporös: nur mit Mühe erweckbar, z. B. durch Setzen eines Schmerzreizes
komatös: nicht erweckbar, keine oder nur ungerichtete Reaktion auf
Schmerzreize

Qualitativ

bewusstseinsklar: keine Einschränkung

bewusstseinsgetrübt: mangelnde Klarheit des Verstehens, z. B. im Rahmen
von Intoxikationen

bewusstseinseingeengt: Fokussierung auf wenige Themen, z. B. bei
Wahnerkrankungen

Bewusstseinsverschiebung: erweitertes, intensiviertes Erleben von Raum
und Zeit und von Sinnesempﬁndungen

wach, bewusstseinsklar

wach, Bewusstseinsverschiebung, offensichtlich unter dem Einﬂuss von
Halluzinogenen

somnolent und bewusstseinsgetrübt bei einem Atemalkoholwert von 2,5
Promille

7.2.3 Orientierung

Zeit (Jahr, Monat, Wochentag, Datum)

Welches Iahr/ Datum haben wir heute?
Wissen Sie, welchen Monat/Wochentag wir haben?

Ort (Land, Ort, Krankenhaus/Praxis, ggf. Ebene)

In welcher Stadt beﬁnden wir uns hier?

Was ist das für ein Gebäude?

Auf welcher Ebene sind wir hier? Auf welchem Stockwerk beﬁnden wir uns
zurzeit?

Situation (Arztgespräch, Vorstellungsgrund)
Können Sie mir sagen, was der Zweck/ Grund unseres Gesprächs ist?
Was meinen Sie, was meine Aufgabe hier ist?

Person (Name, Geburtsdatum, Alter, Adresse)

Können Sie mir Ihren Namen nennen?

Wie alt sind Sie?

Wie lautet Ihre Adresse?

zu Zeit, Ort, Situation und Person voll orientiert

zu Zeit leicht unscharf (Datum und Wochentag nicht bekannt), ansonsten
voll orientiert

zu Zeit, Ort und Situation nicht, zur Person ausreichend orientiert

7.2.4 Mnestische Funktionen

Merkfähigkeit/Kurzzeitgedächtnis

Wie schätzen Sie Ihr Gedächtnis ein?

Vermissen/Verlegen Sie in letzter Zeit häuﬁger Dinge?

Ich werde Ihnen nun 3 Wörter nennen (z. B. Blume, Auto, Stift). Bitte
sprechen Sie diese nach und versuchen Sie sich diese zu merken. Ich werde
Sie am Ende unseres Gespräches nochmal danach fragen (ca. nach 10 min).

"
159,7,5,"7.2 - Der psychopathologísche Befund

Langzeitgedächtnis

Lassen Sie sich wichtige Ereignisse aus dem Leben des Patienten nennen
oder aber aus der Geschichte der Stadt oder des Landes.

Können Sie mir sagen, wann Sie geheiratet haben? Wie ist die Zeremonie
abgelaufen?

Wann haben Sie die Schule/ Ausbildung abgeschlossen? Was haben Sie im
Anschluss daran gemacht?

Wann wurden Ihre Kinder geboren? Woran erinnern Sie sich dabei
besonders?

Wissen Sie, wer zurzeit Bundeskanzler ist? Wer war der erste Bundes-
kanzler der BRD?

Können Sie mir sagen, wann die Berliner Mauer gefallen ist?

Wann hat die letzte Fußballweltmeisterschaft in Deutschland stattgefunden?
Merkfähigkeit/Kurzzeitgedächtnis ( 3/3 Begriﬂen nach 10 min erinnert) und
Langzeitgedächtnis intakt

Merkfähigkeit/Kurzzeitgedächtnís eingeschränkt ( 1/3 Begrıﬂen nach 10 min
erinnert) und Langzeitgedächtnis gestört (Daten von Hochzeit und Geburt
der Kinder nicht erinnerlich)

7.2.5 Konzentration, Aufmerksamkeit und Auffassung

Konzentration

Bitte rechnen Sie 100 - 7 (93), und nun erneut 7 abziehen (86), und weiter
so fortfahren . . .

Zählen Sie die Monate des Iahres rückwärts auf.

Buchstabieren Sie das Wort RADIO rückwärts.

Aufmerksamkeit

Fällt es Ihnen leicht/ schwer, unserem Gespräch zu folgen?

Merken Sie, dass Sie in letzter Zeit Schwierigkeiten haben, bei einer Sache
zu bleiben?

Auffassung

Können Sie mir ein Sprichwort erklären? Was ist z. B. mit folgendem
Sprichwort gemeint?

Der Apfel fallt nicht weit vom Stamm.

Viele Köche verderben den Brei.

Alle Wege führen nach Rom.

Das Leben ist kein Ponyhof.

Lieber den Spatz in der Hand, als die Taube auf dem Dach.
Konzentration/Auﬁnerksamkeit und Auﬂassung normal
Konzentration/Aufinerksamkeit reduziert (serielle Subtraktion deutlich
erschwert, Monate rückwärts zählen erhalten) und Auﬁassung eingeschränkt
(einfache Sprichwörter können erklärt werden)
Konzentration/Aufmerksamkeit schwer eingeschränkt (Pat. hatMühe, dem
Gespräch zu folgen) und Auﬁassung gestört (Pat. kann Vorstellungsgrund
und Gesprächszweck nicht nennen)

7.2.6 Halluzinationen

Sehen oder hören Sie etwas, das Ihnen merkwürdig/komisch vorkommt?
Gibt es etwas, das Ihnen Angst macht und Sie ablenkt?

105

"
160,7,6,"106

Kapitel 7 - Die psychiatrische Exploration

Hören Sie Geräusche/ Stimmen, obwohl außer Ihnen niemand im Raum
ist?

Sehen Sie ungewöhnliche Gestalten im Zimmer? Sehen Sie Dinge, die
andere nicht bemerken?

Nehmen Sie merkwürdige Gefühle an Ihrem Körper wahr?

Gibt es sonst irgendwelche eigenartigen Wahrnehmungen, die Sie sich
nicht erklären können?

keine Hinweise auf Halluzinationen

Wahrnehmung von Stimmen im Sinne von akustischen Halluzinationen
Wahrnehmung von Gestalten (dunkle sich bewegende Schatten) im Sinne von
optischen Halluzinationen

7.2.7 Formales Denken

Beurteilen Sie in diesem Punkt den im Gespräch beobachteten Gedan-
kengang des Patienten hinsichtlich seiner Ordnung, Kohärenz und
Geschwindigkeit. Mögliche zusätzliche Fragen:
Haben Sie den Eindruck, dass Ihnen das Denken in letzter Zeit leichter/
schwerer fallt als sonst?
Haben Sie manchmal das Gefühl, dass Sie zu viele Gedanken gleich-
zeitig im Kopf haben?
Kommt es Ihnen gelegentlich so vor, als ob Ihnen Gedanken abhanden
kommen, oder als ob diese plötzlich abreißen?

_ formales Denken geordnet und von unauﬂälliger Geschwindigkeit

eingeengt, umständlich und verlangsamt
assoziativ gelockert bis zerfahren, beschleunigt

7.2.8 lnhaltliches Denken

Denken Sie manchmal, dass Sie bedroht oder verfolgt werden? Glauben
Sie, dass es jemand auf Sie speziell abgesehen hat?

Glauben Sie, dass Sie eine herausragende Rolle/Aufgabe in der Welt
haben?

Haben Sie das Gefühl, beobachtet zu werden?

Denken Sie, dass alles miteinander in Verbindung steht?

Glauben Sie, dass bestimmte Dinge nur Ihretwegen geschehen, oder eine
besondere Bedeutung für Sie in sich tragen?

im inhaltlichen Denken keine Hinweise auf eine wahnhafte Symptomatik
Überzeugung vom Geheimdienst beobachtet und verfolgt zu werden im Sinne
eines paranoiden Wahns

Erleben, dass Straßenschilder besondere Signale für den Patienten darstellen,
im Sinne eines Beziehungswahns

Eindruck, zur Rettung der Welt auserkoren/auserwählt zu sein, im Sinne
eines Großenwahns

7.2.9 Ich-Störungen

Kommt Ihnen Ihr Körper oder Ihre Umwelt in der letzten Zeit merkwürdig
oder verändert vor?

Haben Sie den Eindruck, dass andere schon wissen können, was Sie
denken? Dass andere Ihre Gedanken lesen können?

"
161,7,7,"107
7.2 - Der psychopathologísche Befund

_ Kommt es Ihnen so vor, dass andere Ihre Gedanken beeinﬂussen können?
Dass sie Ihnen Gedanken eingeben oder entwenden können?

Haben Sie das Gefühl, von anderen beeinﬂusst oder gesteuert zu werden?
keine Ich-Störung

Erleben von Gedankenausbreitung und Fremdbeeinﬂussung im Sinne einer
Ich-Störung

_ Depersonalisationserleben, dem Körper merkwürdig entrückt zu sein

7.2.10 Ängste

Kennen Sie konkrete Ängste oder Befürchtungen?

Gibt es bestimmte Situationen oder Dinge, vor denen Sie sich fürchten?
Haben Sie eine übermäßige Angst vor bestimmten Situationen (z. B.
U-Bahn fahren, weite offene Plätze)?

_ Haben Sie schon einmal einen Angstanfall erlebt, bei dem Sie plötzlich von
starker innerer Unruhe und Angst überwältigt wurden?

keine Ängste

Angst vor engen Räumen, z. B. in Aufzügen oder bﬂentlichen Verkehrs-
mitteln, im Sinne einer Klaustrophobie

_ Ängste im Rahmen paranoíden Erlebens

7.2.11 Zwänge

_ Gibt es bestimmte Gedanken/ Handlungen, die Sie immer wiederholen
müssen, obwohl es keinen Sinn ergibt?

_ Kennen Sie Gedanken/ Handlungen, die Sie beständig beschäftigen,

obwohl sie Ihnen sinnlos erscheinen?

keine Zwänge oder Zwangshandlungen

Kontrollzwang (regelmäßiges mehrfaches Kontrollieren, ob die Wohnungstür

verschlossen ist)

_ unangenehme, als quälend erlebte Zwangsgedanken (der Nachbarin ein
Messer in den Rücken zu stoßen)

7.2.12 Affekt

ı Stimmung

_ Wie würden Sie Ihre Stimmung beschreiben, eher traurig/ niederge-
schlagen, ausgeglichen oder fröhlich/heiter?

Gibt es Phasen, in denen es Ihnen außergewöhnlich gut/ schlecht geht?
Ändert sich Ihre Stimmung/ Laune im Tagesverlauf deutlich?

Kennen Sie plötzliche intensive Gefühlsausbrüche, die Sie nicht gut
kontrollieren können?

Schwingungsfähigkeit

Wenn etwas Lustiges oder Trauriges in Ihrem Umfeld passiert, können Sie
dann lachen oder weinen?

Werden Sie berührt/bewegt durch die Gefühle von Ihren Mitmenschen?
Stimmung ausgeglichen, gute aﬂektive Schwingungsfähigkeit

Stimmung niedergeschlagen, aﬂektarm bis hin zu einerAﬁektstarre
Stimmung deutlich gehoben, euphorisch, teilweise aber auch dysphorísch-ge-
reizt, eingeschränkte aﬂektive Schwingungsfähigkeit

"
162,7,8,"108

Kapitel 7 - Die psychiatrische Exploration

7.2.13 Antrieb

_ Haben Sie ausreichend Energie/ Schwung, urn morgens aus dern Bett
aufzustehen?

_ Haben Sie genügend Kraft, um die Aufgaben des Tages zu erledigen, die
gemacht werden müssen?

_ Haben Sie den Eindruck, über ungewöhnlich viel Kraft zu verfügen, nur'

noch wenig Schlaf zu benötigen?

Antrieb normal

Antrieb reduziert/verringert, gehemmt

Antrieb gesteigert

7.2.14 Suizidalität

_ Denken Sie in letzter Zeit öfters an den Tod, daran, Ruhe haben oder
sterben zu wollen?

_ Haben Sie Gedanken, sich zu verletzen oder sich das Leben zu nehmen?
_ Haben Sie sich Gedanken darüber gemacht, wie Sie sich das Leben nehmen
können?

_ Gibt es konkrete Pläne/Vorbereitungen, sich zu töten?

_ keine Hinweise auf Suizidalität

_ lebensmüde Gedanken („es wäre besser, wenn ich tot wäre  “), aber keine

Suizidpläne oder -intentionen
_ Suizidgedanken und -intentionen, aber keine konkreten Pläne,
absprachefähig
_ Suizidgedanken mit konkretem Plan, nicht absprachefähig

7.2.15 Krankheitseinsicht und Behandlungsbereitschaft

Würden Sie sagen, dass Sie an einer psychischen Erkrankung leiden?
Welche Ziele haben Sie für eine Behandlung?

Krankheitseinsicht und Behandlungsbereitschaft bestehen

teilweise bestehende Krankheitseinsicht, vor allem aber externe Motivation
zur Behandlung

keine Krankheitseinsicht, fehlende Behandlungsbereitschaft

7.2.16 Kompakter Normalbefund

Zur schnellen Übersicht, was alles in den psychopathologischen Befund gehört,
ﬁnden Sie hier einen Normalbefund, den Sie ggf. auch für Ihre weitere Verwen-
dung nutzen können.

Pat. in gepflegtem Äußeren, freundlich zugewandt; wach; bewusstseinsklar;
zu Zeit, Ort, Situation und Person voll orientiert; Merkfähigkeit/Kurzzeitge-
dächtnis und Langzeitgedächtnis intakt; Konzentration/Aufmerksamkeit und
Auﬁassung normal; keine Hinweise auf Halluzinationen; im formalen Denken
unauﬂällig; im inhaltlichen Denken keine Hinweise auf eine wahnhafte Sympto-
matik; keine Ich-Störungv; keine Ängste; keine Zwänge oder Zwangshandlungen;
Stimmung ausgeglichen, gute affektive Schwingungsfähigkeit; Antrieb normal;
keine Hinweise auf Suizidalität; Krankheitseinsicht und Behandlungsbereitschaft
bestehen.

"
163,7,9,"109
7.3 - Beispiel: Exploration von Hermann Beck

7.3 Beispiel: Exploration von Hermann Beck

Der 27-jährige Herr Beck (P) stellt sich am 15.04.2016 in der Rettungsstelle des
Allgemeinen Krankenhauses in Neustadt vor aufgrund einer seit Wochen zuneh-
mend niedergeschlagenen Stimmung mit zuletzt lebensmüden Gedanken. Seine
Haare machen einen ungewaschenen Eindruck und die Kleidung weist Flecken
auf. Er sitzt zurückgezogen in einer Ecke des Warteraums, als ihn die Assis-
tenzärztin Frau Freud (A) aus der Abteilung für Psychiatrie und Psychotherapie
aufruft, die bei dem Patienten eine psychiatrische Exploration durchführt. Im
Folgenden lesen Sie einen Auszug des Gesprächs, in dem die Ärztin den Fokus
auf die Erhebung des psychopathologischen Befunds richtete.

1. Hören oder lesen Sie das Gespräch zwischen Frau Freud (A) und Herrn Beck (P) Übung 7.2
und notieren oder markieren Sie zentrale Begriffe. m 7.2
2. Ziel des Gesprächs ist die Erstellung eines psychopathologischen Befunds. http:/lextras.springer.com/2017/
Bewerten Sie die einzelnen Kategorien. Diese ﬁnden Sie zur besseren 978-3-662-53606-3.
Orientierung in BTab. 7.1. Eine Auflösung ﬁnden Sie im Lösungsteil des 07.2 - Hörverständnis

Buches (› Kap. 14).

I Tab. 7.1 Der psychopathologische Befund von Hermann Beck
Parameter Ihre Bewertungen

Äußerer Eindruck und Kontaktaufnahme:

Bewusstsein:
quantitativ

qualitativ

Orientierung:

Zeit

Ort

Situation

Person

Mnestische Funktionen:
Merkfähigkeit/Kurzzeitgedächtnis
Langzeitgedächtnis
Konzentration,
Aufmerksamkeit

und Auffassung:

Halluzinationen:
Formales Denken:
lnhaltliches Denken:
Ich-Störungen:
Ängste:

Zwänge:

"
164,7,10,"110

Kapitel 7 - Die psychiatrische Exploration

B Tab. 7.1 Fortsetzung

P3 fametßl'

Stimmung und Schwingungsfähigkeit:

Antrieb:

Suizídalität:

Ihre Bewertungen

Krankheitseinsicht und Behandlungsbereitschaft:

A: „Herr Beck, im Folgenden möchte ich Ihnen einige Fragen stellen. Einige
davon werden Ihnen vielleicht sehr einfach vorkommen. Wundern Sie sich
bitte nicht: Das sind Fragen, die wir allen unseren Patienten stellen.“

P: „In Ordnung.“

A: „Können Sie mir bitte sagen, welches Datum wir haben?""

P: „Hmm, heute ist der 14., nein der 15.“

A: „Richtig, und welchen Monat und welches Iahr haben wir?""

P: „Der Monat ist April und das Iahr 2016.""

A: „Genau. Und wo beﬁnden wir uns gerade? Was ist das hier für ein Haus?""
P: „Na, wir sind im Krankenhaus, im Allgemeinen Krankenhaus.""

A: „Und in welcher Stadt und in welchem Land liegt das?“

P: „In Neustadt, in Deutschland.""

A: „Und was ist der Zweck unserer Unterhaltung? Was meinen Sie ist meine
Aufgabe hier?""

P: „Sie müssen herausﬁnden, ob ich ,verrückf bin. Und Sie sind die
Psychologin.""

A: „Die Psychiaterin, ich bin hier die Ärztin vom Dienst. Gut, können Sie
mir noch Ihr Geburtsdatum nennen?“

P: „Ich bin am 23.09.1986 geboren.“

A: „Ok, so steht das auch in Ihren Papieren. Ich würde jetzt gerne einen
kleinen Gedächtnistest mit Ihnen machen. Ich nenne Ihnen 3 Wörter und
ich würde Sie bitten, diese einmal laut nachzusprechen und sich diese
danach gut zu merken. Ich werde Sie am Ende des Gesprächs noch einmal
dazu befragen. Also, die Wörter sind ,Birne, Auto, Stiftf""

P: „Birne, Auto, Stift. Werde ich mir merken.""

A: „W ie ist es zum Beispiel mit Ereignissen, die länger zurückliegen?
Können Sie sich an solche problemlos erinnern?""

P: „]a, ich habe eigentlich keine Probleme mit dem Gedächtnis. Aber es fällt
mir zurzeit schwerer, mich zu konzentrieren, irgendwie.""

A: „Aha, wissen Sie zum Beispiel noch, was Sie auf Ihrer Abiturreise unter-
nommen haben?“

P: „Ia klar, da sind wir rnit unserer gesamten Klasse nach Schottland
gefahren, in die Highlands, es hat eigentlich die ganze Zeit nur geregnet.""
A: „Das klingt nach einer außergewöhnlichen Reise. Wie ist es mit
allgemeinen Dingen? Wissen Sie zum Beispiel, wann die Berliner Mauer
gefallen ist, oder wer der erste Bundeskanzler der BRD war?""

P: „Also die Mauer, das war arrı 9. November 1989. Und der erste Bundes-
kanzler. Das müsste doch Konrad Adenauer gewesen sein, oder?“

A: „Ia, genau. Als nächstes würde ich Ihnen gerne eine kleine Rechen-
aufgabe stellen. Können Sie einmal 7 von 100 abziehen?""

"
